gender,sr_cit,tenure,phone_y_n,internet_type,mon_chg,churn
Male,0,20,1,DSL,50,0
Female,0,37,0,DSL,45.4,0
Male,0,30,1,Fiber optic,85.45,0
Female,0,38,1,DSL,84.1,0
Female,1,1,1,Fiber optic,74.45,1
Female,0,37,1,DSL,64.75,1
Female,0,52,0,DSL,66.25,0
Male,0,71,1,DSL,76.9,0
Male,0,26,1,Fiber optic,89.8,1
Male,0,66,1,DSL,74.6,0
Male,0,72,1,Fiber optic,116.95,0
Male,0,25,0,DSL,40.65,0
Male,0,69,1,Fiber optic,114.35,0
Male,0,53,1,DSL,69.7,0
Female,0,12,1,Fiber optic,95.5,1
Male,0,26,1,Fiber optic,98.65,0
Male,0,21,1,DSL,61.65,0
Female,0,1,1,Fiber optic,89.35,0
Male,0,48,1,Fiber optic,95.4,0
Female,0,26,0,DSL,35.4,0
Male,0,60,1,No,19.95,0
Male,0,18,1,No,19.25,0
Female,1,10,0,DSL,29.65,1
Male,0,5,1,Fiber optic,84.5,1
Female,0,4,1,No,20.4,0
Male,0,65,1,No,24.75,0
Male,0,70,1,No,25.35,0
Male,0,18,1,Fiber optic,90.7,1
Male,0,62,1,No,20,0
Female,0,66,1,DSL,59.75,0
Female,0,65,1,DSL,82.5,0
Female,1,3,1,Fiber optic,70.3,1
Female,0,34,1,No,20.35,0
Male,0,16,1,Fiber optic,90.8,0
Female,0,54,1,Fiber optic,103.95,1
Female,1,50,1,Fiber optic,104.95,0
Male,0,71,1,Fiber optic,105.25,0
Female,0,10,1,Fiber optic,74.75,1
Female,0,1,1,DSL,50.8,1
Male,0,18,1,No,23.75,0
Male,0,4,1,DSL,61.3,0
Female,0,58,1,DSL,75.8,0
Female,0,56,1,Fiber optic,98,0
Male,0,2,1,Fiber optic,80.25,1
Male,0,32,1,Fiber optic,78.9,1
Male,0,56,0,DSL,52,0
Male,0,36,1,Fiber optic,84.75,1
Female,0,4,1,DSL,64.4,0
Male,0,53,1,Fiber optic,85.45,1
Male,0,10,1,DSL,45.8,0
Male,0,4,0,DSL,30.5,0
Male,0,1,1,No,19.9,1
Female,0,51,1,Fiber optic,69.15,0
Male,1,12,1,Fiber optic,99.45,1
Female,0,6,0,DSL,49.25,0
Male,0,63,0,DSL,39.35,0
Female,0,1,1,Fiber optic,70.6,1
Female,0,48,1,Fiber optic,105.1,0
Female,0,5,1,Fiber optic,81,1
Female,0,35,1,No,20.1,0
Male,0,6,1,Fiber optic,84.85,1
Male,0,2,1,No,19.75,0
Female,0,50,1,No,19.75,0
Female,0,33,1,Fiber optic,70.4,0
Male,0,31,1,No,20.45,0
Female,0,9,1,No,20.35,0
Female,0,54,1,DSL,86.2,0
Female,0,46,1,Fiber optic,95.65,0
Male,0,34,1,Fiber optic,103.8,0
Male,0,71,1,Fiber optic,97.2,0
Female,0,63,1,DSL,63.55,0
Female,0,51,1,No,24.95,0
Female,1,26,1,Fiber optic,89.15,1
Female,0,64,1,Fiber optic,99,0
Female,1,1,0,DSL,24.8,1
Male,1,61,1,Fiber optic,85.55,0
Female,0,15,1,Fiber optic,94,0
Male,0,64,1,Fiber optic,105.65,1
Female,0,18,1,DSL,50.3,0
Female,0,57,1,Fiber optic,95,0
Male,0,14,1,DSL,61.4,0
Male,1,18,1,Fiber optic,80.55,0
Female,1,72,1,Fiber optic,78.5,0
Male,0,70,1,Fiber optic,114.3,0
Female,0,38,1,No,20.05,0
Male,0,68,1,DSL,62.65,0
Male,0,13,1,Fiber optic,80.85,1
Male,1,65,1,Fiber optic,92.7,0
Female,0,30,1,Fiber optic,100.45,0
Male,0,51,1,DSL,75.2,0
Female,0,31,1,Fiber optic,84.75,0
Female,0,9,1,Fiber optic,89.45,1
Female,0,72,1,DSL,79.5,0
Male,0,10,1,DSL,72.15,1
Female,0,37,1,No,19.8,0
Female,0,2,1,DSL,76.4,1
Male,0,55,1,Fiber optic,100.9,0
Male,0,33,1,Fiber optic,95.3,0
Female,0,46,1,Fiber optic,90.95,0
Female,0,1,1,DSL,54.5,0
Female,1,20,1,DSL,61.6,1
Male,0,9,1,Fiber optic,79.9,1
Male,1,32,1,Fiber optic,96.15,1
Female,0,19,1,DSL,49.6,0
Female,0,70,1,DSL,65.3,1
Female,0,61,1,No,25,0
Male,0,26,1,DSL,45.45,0
Male,0,45,1,Fiber optic,107.75,0
Male,0,62,1,Fiber optic,89.1,0
Male,0,1,1,No,19.65,1
Female,0,3,1,DSL,44.75,0
Female,0,41,1,Fiber optic,101.6,0
Male,0,67,1,Fiber optic,103.15,0
Male,0,1,1,Fiber optic,84.65,1
Female,0,71,1,Fiber optic,95.65,0
Female,0,37,1,DSL,75.1,0
Male,0,60,1,DSL,61.35,0
Female,1,1,1,Fiber optic,69.55,1
Female,0,6,1,No,19.7,0
Female,0,13,0,DSL,31.05,1
Female,0,11,1,DSL,51,0
Male,0,7,1,DSL,51,1
Female,0,10,1,Fiber optic,88.85,0
Male,0,34,1,No,20.05,0
Female,0,62,1,DSL,65.1,0
Male,0,64,1,DSL,70.15,0
Female,0,1,1,DSL,44.35,1
Male,0,25,1,No,20.75,0
Female,0,26,1,DSL,56.05,0
Male,0,10,1,No,19.95,0
Female,0,53,1,Fiber optic,98.6,0
Female,0,7,1,Fiber optic,79.7,1
Male,0,33,1,Fiber optic,79,0
Female,1,71,1,Fiber optic,89.45,0
Female,0,29,1,Fiber optic,74.2,0
Male,0,24,1,DSL,81,0
Male,0,20,1,DSL,49.6,0
Female,0,1,1,Fiber optic,84.6,0
Male,0,54,1,DSL,55,1
Female,1,5,1,Fiber optic,84.85,1
Female,0,72,1,DSL,84.2,0
Male,0,52,1,Fiber optic,106.3,0
Female,0,9,1,Fiber optic,69.05,0
Female,0,1,1,DSL,45.4,0
Male,1,1,1,Fiber optic,73.65,1
Male,0,33,1,DSL,73.9,1
Female,0,55,1,Fiber optic,77.75,1
Male,0,69,1,Fiber optic,99.35,0
Male,0,1,1,DSL,50.75,0
Male,0,54,1,DSL,87.1,0
Male,0,33,1,No,20.15,0
Male,1,45,1,Fiber optic,98.7,0
Female,0,11,0,DSL,25.2,0
Male,0,6,1,DSL,55.7,0
Male,0,21,1,DSL,65.35,0
Female,0,65,1,No,25.3,0
Female,1,6,1,Fiber optic,84.35,1
Female,0,8,1,Fiber optic,84.95,1
Male,0,11,1,Fiber optic,73.85,1
Male,0,43,1,No,24.25,0
Male,0,49,0,DSL,51.8,1
Female,1,1,1,DSL,46,1
Male,1,15,1,Fiber optic,79.4,1
Male,0,60,1,DSL,60.5,0
Male,0,17,0,DSL,25.1,0
Male,1,16,1,Fiber optic,71.8,1
Male,0,35,1,No,20.05,0
Male,1,44,1,Fiber optic,88.4,1
Female,0,12,0,DSL,30.25,0
Male,0,1,1,No,20.2,0
Female,0,28,1,DSL,59.9,0
Male,0,70,1,No,25.15,0
Female,0,5,1,DSL,46,1
Male,0,18,1,Fiber optic,101.3,0
Male,0,70,1,DSL,76.95,0
Female,0,9,1,DSL,55.3,0
Female,1,67,1,Fiber optic,92.45,0
Female,0,1,1,DSL,48.45,0
Female,0,18,1,No,19.35,0
Male,0,4,1,DSL,51.75,1
Male,1,71,1,Fiber optic,86.7,0
Male,0,30,1,Fiber optic,94.4,1
Male,0,1,1,DSL,55.7,0
Female,0,55,1,Fiber optic,84.25,0
Male,0,59,1,DSL,64.65,0
Female,0,1,1,Fiber optic,70.15,1
Female,0,7,1,Fiber optic,69.2,0
Male,0,45,1,DSL,54.65,0
Female,0,54,1,No,24.75,0
Male,0,51,1,No,23.95,0
Female,1,72,1,Fiber optic,105,0
Male,0,44,1,DSL,59.85,0
Male,0,2,1,No,20.05,0
Female,0,66,1,Fiber optic,92.15,0
Male,0,68,0,DSL,44.8,0
Female,0,31,1,No,20.9,0
Female,1,21,1,Fiber optic,95.4,0
Male,0,21,1,Fiber optic,80.35,0
Female,0,55,1,DSL,85.1,0
Male,0,9,0,DSL,34.7,1
Male,1,71,1,Fiber optic,115.05,0
Female,0,1,1,Fiber optic,81.1,1
Male,0,22,1,No,19.95,0
Female,0,1,1,No,20.55,1
Female,0,61,1,Fiber optic,106.6,1
Female,0,67,1,DSL,86.15,0
Female,1,14,1,Fiber optic,78.85,0
Male,0,59,1,Fiber optic,106.75,1
Male,1,21,1,Fiber optic,86.55,0
Male,0,4,0,DSL,42.4,0
Female,0,3,1,Fiber optic,89.45,1
Male,0,70,1,No,24.25,0
Female,0,3,1,Fiber optic,97.9,1
Male,1,21,1,No,20.5,0
Male,0,20,1,No,19.6,0
Male,0,22,1,No,20.25,0
Male,0,1,1,DSL,55.7,1
Female,0,63,1,No,20.6,0
Female,0,70,1,No,19.8,0
Male,0,13,1,Fiber optic,79.8,1
Female,0,5,1,Fiber optic,80.2,0
Female,0,72,1,Fiber optic,116.4,0
Female,0,13,0,DSL,31.65,0
Male,0,61,1,Fiber optic,94.15,0
Male,0,1,1,No,20.65,0
Female,1,56,1,Fiber optic,76.85,0
Female,0,4,1,No,20.15,0
Male,0,35,1,DSL,55.25,0
Female,0,18,0,DSL,39.05,1
Male,0,72,1,DSL,82.15,0
Female,1,49,1,Fiber optic,103,0
Female,0,44,1,Fiber optic,95.1,0
Female,1,3,1,Fiber optic,83.9,1
Female,0,37,1,Fiber optic,95.15,0
Male,0,61,1,DSL,79.8,0
Male,0,70,1,DSL,74.8,0
Female,1,1,1,Fiber optic,69.85,1
Female,0,41,1,No,20.45,0
Male,0,70,1,DSL,78.35,0
Female,0,1,1,DSL,53.55,1
Male,0,51,1,No,19.1,0
Female,0,42,1,No,20,0
Female,0,70,1,Fiber optic,93.9,1
Male,0,48,1,No,19.95,0
Male,0,68,1,Fiber optic,113.15,1
Female,0,48,1,No,24,0
Female,1,26,1,Fiber optic,84.95,1
Male,0,11,1,Fiber optic,80.5,1
Male,0,1,1,No,19.3,1
Female,0,27,1,No,19.15,0
Female,1,46,1,Fiber optic,91.3,0
Male,0,1,1,DSL,49.65,1
Female,0,46,1,DSL,54.35,1
Male,0,25,1,No,19.15,0
Male,0,4,1,Fiber optic,88.45,1
Male,0,13,1,No,19.75,0
Male,0,31,1,DSL,75.5,0
Female,0,23,1,Fiber optic,83.75,0
Female,0,2,1,No,19.4,0
Female,0,65,1,No,26.5,0
Male,1,22,1,Fiber optic,90.5,1
Female,0,55,1,No,19.15,0
Male,0,9,1,Fiber optic,94.85,1
Male,0,7,1,Fiber optic,69.95,1
Female,0,35,0,DSL,40.9,0
Male,0,6,1,DSL,80.25,0
Female,0,1,1,DSL,48.6,1
Male,0,17,1,Fiber optic,70.8,0
Male,0,10,1,DSL,60.2,0
Male,0,15,1,DSL,55.2,0
Female,1,40,0,DSL,55.8,1
Female,0,13,1,DSL,54.15,0
Male,0,29,1,Fiber optic,80.15,1
Female,0,3,1,Fiber optic,75.5,1
Female,1,58,1,Fiber optic,100.4,0
Female,0,45,1,DSL,62.55,0
Female,0,72,1,DSL,70.45,0
Male,0,68,1,Fiber optic,85.5,0
Male,0,1,1,No,20.2,1
Female,0,38,1,DSL,54.5,0
Male,0,2,1,No,20.75,0
Male,0,11,1,No,20.35,0
Female,1,20,1,Fiber optic,91,0
Male,0,72,1,Fiber optic,104.8,0
Female,0,3,1,Fiber optic,74.75,1
Male,0,23,1,Fiber optic,104.05,1
Male,0,40,1,DSL,51.1,0
Male,1,62,1,Fiber optic,89.8,0
Female,0,22,1,No,20.55,0
Female,0,11,1,DSL,64.05,0
Male,1,7,1,Fiber optic,74.85,0
Female,0,13,1,Fiber optic,96.65,1
Male,1,1,1,No,20.05,1
Female,0,39,1,Fiber optic,103.45,1
Male,0,3,0,DSL,25,0
Male,0,58,1,No,20.3,0
Male,0,6,1,No,26.35,0
Female,0,1,1,No,19.9,1
Female,0,22,1,DSL,54.7,0
Male,0,14,0,DSL,46.35,1
Male,0,64,1,Fiber optic,90.25,0
Male,0,1,1,No,19.95,1
Male,0,6,1,No,20.65,0
Male,0,1,1,Fiber optic,79.6,1
Male,0,39,1,No,25.45,0
Female,0,20,1,No,19.5,0
Male,0,1,1,Fiber optic,75.9,1
Male,0,1,1,Fiber optic,76.2,1
Male,0,64,1,DSL,66.15,0
Male,0,1,1,No,19.25,1
Female,0,46,1,DSL,69.1,0
Female,1,28,0,DSL,39.1,0
Female,0,33,1,No,20.05,0
Male,0,39,1,DSL,59.8,0
Female,0,42,1,Fiber optic,84.3,1
Female,0,1,1,DSL,48.6,0
Female,0,7,1,Fiber optic,79,1
Male,1,70,1,Fiber optic,105.35,0
Male,0,65,1,No,25.1,0
Male,0,1,1,DSL,49.75,0
Male,0,18,1,Fiber optic,94.75,0
Male,0,24,1,Fiber optic,93,0
Male,0,63,1,DSL,71.9,0
Female,0,44,1,DSL,77.55,0
Male,0,4,1,No,19.85,0
Female,0,1,1,Fiber optic,70.25,1
Female,0,37,1,Fiber optic,95.25,0
Female,1,10,1,Fiber optic,84.6,1
Male,0,34,0,DSL,25.05,0
Male,0,35,0,DSL,53.15,0
Female,0,4,1,No,20.15,0
Female,1,39,1,Fiber optic,101.25,0
Male,1,43,1,Fiber optic,100.55,0
Female,0,17,1,No,24.1,1
Female,0,61,1,No,25.3,0
Female,0,49,1,DSL,71.8,0
Male,0,4,1,No,19.7,0
Female,0,64,0,DSL,49.85,0
Male,0,3,1,Fiber optic,69.6,0
Male,0,1,1,No,19.75,0
Male,0,40,1,Fiber optic,80.8,0
Female,0,1,1,DSL,60,1
Male,0,8,1,Fiber optic,86.55,1
Female,1,1,1,No,20.85,1
Female,1,34,1,DSL,64.2,0
Female,0,1,0,DSL,35,0
Female,0,39,0,DSL,50.75,1
Female,1,58,1,Fiber optic,105.5,1
Male,0,45,1,No,19.2,0
Male,1,6,1,Fiber optic,85.15,1
Male,0,43,1,Fiber optic,90.65,0
Male,0,41,1,No,20,0
Male,0,5,1,Fiber optic,74.65,0
Male,0,72,0,DSL,61.2,0
Male,0,4,1,No,19.95,0
Male,0,9,1,DSL,54.8,0
Male,1,72,1,DSL,73.45,0
Female,0,33,1,DSL,51.45,0
Female,0,72,1,Fiber optic,80.45,0
Male,0,22,1,DSL,54.2,1
Female,0,70,1,Fiber optic,109.5,1
Male,0,21,1,Fiber optic,104.4,1
Male,0,15,1,Fiber optic,85.3,0
Male,1,29,1,Fiber optic,79.3,0
Female,0,15,1,DSL,76.5,0
Male,1,71,1,Fiber optic,105.1,1
Male,1,72,1,No,25.4,0
Female,0,19,1,Fiber optic,86.85,0
Male,0,1,1,No,19.65,0
Female,0,1,1,Fiber optic,75.7,1
Female,0,2,1,DSL,45.55,0
Female,1,11,1,Fiber optic,78.1,0
Female,0,12,1,No,19.3,0
Female,0,70,1,Fiber optic,110.5,0
Female,1,20,1,Fiber optic,90.8,1
Female,0,23,1,No,20.3,0
Male,1,49,1,DSL,81.35,0
Female,0,4,1,Fiber optic,97.95,1
Male,0,32,1,Fiber optic,108.15,1
Male,0,2,1,DSL,55.3,0
Male,1,69,0,DSL,56.55,0
Male,0,6,1,Fiber optic,80.5,1
Female,0,24,1,No,19.7,0
Female,0,32,1,Fiber optic,104.05,0
Female,0,27,1,DSL,52.85,0
Female,1,27,1,Fiber optic,104.3,1
Male,0,58,1,Fiber optic,80.65,0
Male,0,1,1,Fiber optic,71.35,1
Female,0,18,1,No,24.65,0
Female,0,47,1,No,21.3,0
Female,0,70,1,Fiber optic,110.2,0
Female,0,13,1,Fiber optic,89.4,1
Female,0,36,1,DSL,51.05,0
Male,0,67,1,No,19.8,0
Female,0,10,1,No,19.9,0
Male,1,19,1,Fiber optic,87.3,0
Female,0,71,1,No,19.85,0
Male,0,72,1,DSL,89.4,0
Female,0,48,1,No,20,0
Male,0,1,1,No,20.05,0
Male,0,18,1,DSL,83.25,0
Male,0,1,1,No,20.6,1
Male,1,67,1,Fiber optic,102.9,0
Male,0,69,0,DSL,39.1,0
Male,0,19,1,Fiber optic,99.95,1
Male,1,72,1,Fiber optic,114.5,0
Female,1,38,1,No,20.2,0
Male,1,40,1,DSL,55.8,0
Female,0,61,1,No,24.2,0
Female,0,10,1,Fiber optic,81,1
Male,0,32,1,DSL,72.8,0
Female,0,21,1,Fiber optic,99.85,0
Female,1,59,1,Fiber optic,99.5,0
Female,1,13,1,Fiber optic,70.15,1
Female,0,47,1,No,20.25,0
Male,0,69,1,No,26,0
Male,0,2,1,No,19.9,0
Female,0,22,1,No,19.05,0
Male,1,15,1,Fiber optic,96.5,0
Female,0,53,1,No,19.85,0
Female,1,28,1,No,25.7,0
Male,0,22,1,No,20.3,0
Female,0,1,1,Fiber optic,70.15,1
Male,1,16,1,Fiber optic,91.55,0
Female,0,48,0,DSL,39.4,0
Male,1,30,1,Fiber optic,105.7,0
Female,0,3,1,Fiber optic,70.25,0
Male,1,57,1,Fiber optic,93.75,0
Female,1,68,1,Fiber optic,96.55,1
Female,0,23,1,DSL,60,0
Female,0,65,1,DSL,59.8,0
Male,0,44,1,Fiber optic,90.65,0
Female,0,71,1,Fiber optic,109,0
Female,0,37,1,DSL,68.1,0
Female,0,12,1,No,20.4,0
Male,0,69,1,DSL,81.95,0
Female,0,35,1,DSL,60.55,0
Male,0,5,1,DSL,65.6,0
Male,0,58,1,Fiber optic,82.5,0
Male,0,72,1,DSL,82.3,0
Male,0,72,1,DSL,68.15,0
Female,0,1,1,No,20.3,0
Female,0,39,1,Fiber optic,95.55,1
Male,0,53,1,No,20.2,0
Female,0,27,1,Fiber optic,89.2,0
Female,1,1,1,Fiber optic,69.65,1
Female,1,1,1,Fiber optic,89.3,1
Female,0,18,1,Fiber optic,74.8,0
Male,0,46,1,No,20.2,0
Female,0,72,1,DSL,84.4,0
Female,0,36,1,Fiber optic,87.55,1
Female,0,4,0,DSL,25.15,0
Female,0,25,1,No,19.8,0
Female,0,40,0,DSL,50.85,0
Male,0,63,1,Fiber optic,102.4,0
Female,1,15,1,Fiber optic,96.3,1
Male,0,14,1,DSL,55.5,0
Male,1,72,1,Fiber optic,109.75,0
Male,0,39,1,Fiber optic,106.4,0
Female,0,47,0,DSL,60,0
Male,0,19,1,Fiber optic,88.8,0
Female,0,5,1,Fiber optic,85.2,1
Female,0,13,0,DSL,35.1,1
Female,0,17,1,Fiber optic,80.05,0
Male,1,34,1,Fiber optic,75.55,0
Female,0,42,1,DSL,49.55,0
Male,0,5,1,Fiber optic,81.3,1
Female,0,71,1,No,23.9,0
Male,1,19,1,DSL,66.4,0
Female,0,2,1,No,19.6,1
Male,0,57,1,No,18.8,0
Male,0,72,1,Fiber optic,108.4,0
Female,0,6,1,Fiber optic,85.95,0
Female,0,17,1,Fiber optic,85.45,1
Male,0,61,1,DSL,80.9,0
Male,0,1,1,Fiber optic,71,1
Male,0,48,1,Fiber optic,111.8,0
Male,0,16,1,No,20.6,0
Male,1,9,1,Fiber optic,85.05,1
Female,0,3,1,DSL,44.6,0
Male,0,1,1,DSL,44.4,1
Male,0,65,1,Fiber optic,105.1,0
Female,0,70,1,Fiber optic,115.15,0
Male,0,60,1,DSL,59.8,0
Female,0,69,1,No,26.3,0
Female,1,35,1,Fiber optic,70.55,0
Female,0,22,1,No,20.05,0
Male,0,66,1,DSL,79.85,0
Male,1,1,1,Fiber optic,70.3,1
Female,0,1,1,Fiber optic,79.35,1
Male,0,34,1,Fiber optic,90.05,0
Female,0,72,1,No,24.45,0
Male,0,31,0,DSL,59.95,0
Male,0,30,1,No,25.35,0
Female,0,9,1,Fiber optic,90.8,1
Male,0,20,1,Fiber optic,70.45,1
Male,1,19,0,DSL,34.3,0
Female,0,65,1,Fiber optic,105.05,0
Female,0,30,1,No,19.3,0
Male,0,6,1,No,19.15,0
Female,0,2,0,DSL,51.4,0
Male,0,53,1,DSL,71.85,0
Male,1,7,1,Fiber optic,75.4,0
Female,0,61,1,DSL,49.7,0
Male,1,70,0,DSL,45.25,1
Female,0,13,1,DSL,78.75,0
Male,1,35,1,Fiber optic,81.6,0
Female,0,2,1,Fiber optic,70.4,0
Female,0,3,1,Fiber optic,75.8,1
Female,0,3,1,Fiber optic,76.1,0
Female,0,62,1,Fiber optic,94,0
Male,0,72,1,Fiber optic,103.95,0
Male,0,63,1,No,19.95,0
Male,1,20,1,Fiber optic,71.3,1
Female,1,35,1,Fiber optic,110.8,0
Male,1,21,1,Fiber optic,69.1,1
Male,0,62,1,Fiber optic,96.1,0
Female,0,15,1,DSL,48.8,0
Female,0,55,1,DSL,50.55,0
Female,0,11,1,DSL,44.65,0
Female,0,17,1,Fiber optic,88.25,1
Female,0,61,1,No,19.45,0
Female,0,71,1,DSL,89.3,0
Female,0,2,1,Fiber optic,70,1
Male,0,35,1,No,19.25,0
Female,0,17,1,Fiber optic,70.5,0
Female,0,21,1,Fiber optic,97.35,1
Female,0,47,1,No,19.65,0
Female,0,3,1,No,20.85,0
Male,0,3,1,No,19.65,0
Male,1,44,1,No,19.35,0
Female,0,1,1,DSL,44,0
Female,0,44,1,Fiber optic,94.4,0
Male,0,5,1,No,25.9,1
Male,0,24,1,DSL,55.65,1
Female,0,1,1,Fiber optic,69.65,1
Female,0,18,1,Fiber optic,75.4,0
Female,0,10,1,Fiber optic,100.6,1
Female,0,65,1,DSL,71,0
Female,1,1,1,Fiber optic,86,1
Female,0,53,1,Fiber optic,106.95,1
Male,0,3,1,No,21.2,0
Male,0,33,1,DSL,61.05,0
Male,0,3,0,DSL,29.6,1
Female,0,34,1,DSL,79.95,0
Female,0,14,1,No,19.7,0
Female,0,13,1,No,20.3,0
Male,1,46,0,DSL,59.9,1
Male,0,23,1,No,24.35,0
Female,0,47,1,No,19.75,0
Male,0,17,1,DSL,50.3,0
Female,0,49,1,Fiber optic,95.6,1
Male,1,59,0,DSL,50.25,0
Female,0,69,1,DSL,85.35,0
Male,0,11,0,DSL,41.6,1
Male,0,10,1,DSL,51.65,0
Male,0,12,1,No,24,0
Male,0,45,1,Fiber optic,100.85,1
Female,0,39,1,DSL,59.85,0
Male,1,71,1,No,25.45,0
Male,0,71,1,No,23.9,0
Female,0,33,1,No,24.15,0
Male,1,67,1,Fiber optic,75.7,0
Male,0,37,0,DSL,40.2,1
Male,0,49,1,Fiber optic,84.5,1
Female,0,9,1,DSL,50.85,0
Male,0,52,1,Fiber optic,91.6,0
Female,0,70,1,Fiber optic,98.9,0
Male,0,1,1,Fiber optic,85,0
Female,1,14,1,Fiber optic,78.95,1
Male,0,1,1,DSL,44.3,0
Male,0,1,1,No,20.2,1
Female,0,52,1,Fiber optic,80.2,0
Male,0,6,1,DSL,60.9,0
Male,0,7,0,DSL,34.2,0
Female,1,47,1,Fiber optic,85.2,1
Female,0,26,1,Fiber optic,87.15,0
Male,0,25,1,DSL,54.3,0
Male,0,69,1,No,19.1,0
Female,0,72,1,Fiber optic,112.75,0
Male,0,4,1,No,19.95,0
Male,0,59,1,No,19.5,0
Male,0,67,1,DSL,65.55,0
Female,1,26,1,Fiber optic,78.8,0
Female,0,27,1,DSL,78.2,0
Male,0,72,1,Fiber optic,105.25,0
Female,0,6,1,Fiber optic,89.25,0
Male,0,62,1,No,20.65,0
Male,0,20,1,DSL,68.7,0
Male,0,6,1,DSL,78.65,0
Male,0,51,1,No,24.75,0
Female,0,61,1,No,19.75,0
Male,1,62,1,Fiber optic,89.1,0
Female,0,72,1,Fiber optic,84.7,0
Male,1,13,1,Fiber optic,98,1
Male,0,5,1,Fiber optic,94.45,1
Male,1,3,1,Fiber optic,105,1
Female,1,26,1,Fiber optic,93.85,1
Male,1,13,1,DSL,59.9,0
Female,0,38,1,No,19.95,0
Female,1,8,1,Fiber optic,84,1
Male,1,34,1,Fiber optic,108.9,0
Male,0,18,0,DSL,33.6,0
Male,0,56,1,Fiber optic,85.85,0
Female,0,36,0,DSL,34.85,0
Female,0,9,0,DSL,48.75,1
Male,0,1,1,Fiber optic,84.85,1
Male,0,12,1,DSL,56.65,1
Female,1,57,1,Fiber optic,95.3,0
Female,0,42,1,DSL,73.9,1
Female,0,33,1,No,24.5,1
Male,0,70,1,Fiber optic,84.6,0
Female,0,68,0,DSL,44.95,0
Male,0,1,0,DSL,24.7,0
Female,0,37,1,Fiber optic,100.3,0
Female,0,4,1,No,25.45,0
Male,0,1,1,DSL,50.7,0
Male,0,20,0,DSL,55,0
Male,0,72,1,DSL,68.4,0
Female,0,31,1,Fiber optic,89.9,1
Male,1,18,1,Fiber optic,78.55,1
Male,0,11,1,DSL,55.05,0
Female,0,33,1,No,19.8,0
Female,1,62,1,Fiber optic,84.45,0
Female,0,1,0,DSL,35.9,0
Male,0,16,1,Fiber optic,80.75,0
Male,0,22,1,DSL,78.65,0
Female,0,49,1,DSL,61.75,0
Male,0,36,1,DSL,63.7,0
Male,0,42,1,Fiber optic,99.45,1
Male,1,4,0,DSL,25.2,1
Female,0,12,1,DSL,74.05,1
Female,0,31,1,Fiber optic,87.6,0
Male,0,5,1,Fiber optic,89.15,0
Male,0,66,1,No,20,0
Female,1,15,1,DSL,55,1
Male,0,64,1,Fiber optic,104.4,0
Male,0,10,1,No,20.05,0
Male,0,7,1,Fiber optic,89.75,1
Male,0,29,0,DSL,34.3,0
Male,0,57,1,No,20.65,0
Female,0,46,1,Fiber optic,84.25,0
Male,0,53,1,No,19.65,0
Female,0,17,1,DSL,79.85,0
Female,0,38,1,No,20.2,0
Male,0,15,1,No,19.8,0
Female,0,22,0,DSL,50.35,0
Male,0,14,1,Fiber optic,85.15,1
Female,0,57,1,DSL,74.6,0
Male,1,11,1,Fiber optic,79.15,0
Female,0,1,1,No,20.35,0
Male,0,12,1,No,21.05,0
Male,1,3,1,Fiber optic,94.6,1
Male,0,36,1,Fiber optic,94.7,0
Male,0,16,1,Fiber optic,94.25,1
Male,0,65,1,DSL,72.45,1
Male,0,2,1,Fiber optic,74.95,0
Female,0,42,1,Fiber optic,105.2,1
Male,0,72,1,Fiber optic,111.95,0
Male,0,62,1,No,19.85,0
Female,0,6,1,Fiber optic,89.75,0
Male,0,48,1,No,20.05,0
Male,0,35,1,Fiber optic,108.95,0
Male,0,52,1,No,19.65,0
Female,0,1,0,DSL,24.9,0
Male,0,6,1,Fiber optic,82.85,1
Female,0,71,1,DSL,93.2,0
Female,0,67,1,Fiber optic,84.8,0
Male,1,60,1,DSL,71.75,0
Male,0,23,0,DSL,30.35,0
Male,0,39,0,DSL,54.85,0
Male,0,15,1,No,19.5,0
Male,1,53,1,Fiber optic,103.85,1
Male,0,24,1,No,24.2,0
Female,0,37,1,No,19.35,0
Female,0,5,1,Fiber optic,83.6,1
Female,1,50,1,Fiber optic,100.65,0
Female,0,54,1,Fiber optic,94.1,0
Female,0,3,1,Fiber optic,74.55,0
Male,0,68,1,Fiber optic,108.45,1
Male,0,5,1,DSL,56.15,0
Male,0,33,1,No,20.35,0
Female,0,41,1,DSL,80.55,0
Female,0,34,0,DSL,61.25,0
Female,0,13,1,No,20.45,0
Female,0,20,1,No,18.9,0
Female,1,51,1,No,19.6,0
Female,0,3,1,Fiber optic,91.5,1
Female,0,41,1,DSL,45.2,0
Female,0,13,1,No,19.45,0
Male,0,35,1,No,25.45,0
Male,0,12,1,Fiber optic,80.85,1
Male,0,4,1,Fiber optic,94.9,0
Female,0,43,0,DSL,49.05,1
Female,1,12,0,DSL,29.3,0
Male,1,68,1,Fiber optic,105.3,1
Male,1,25,1,Fiber optic,88.95,1
Female,0,7,1,No,20.25,0
Male,1,66,1,Fiber optic,110.85,1
Female,0,53,1,Fiber optic,110.5,0
Male,1,63,1,Fiber optic,109.4,0
Female,0,70,1,Fiber optic,114.2,1
Male,1,27,0,DSL,36.5,1
Female,0,1,1,Fiber optic,70.75,1
Female,0,5,1,No,19.95,0
Female,1,37,1,No,19.6,0
Male,0,3,0,DSL,40.15,1
Female,0,12,1,Fiber optic,76.6,0
Female,0,38,1,No,19.6,0
